run_id,sweep_group,sweep_var,sweep_value,variant_mode,secondary_variant_weight,translation_ratio,rerank_alpha,weight_vec,weight_bm25,q_id,lang,question,gold_chunk_ids,gold_chunk,variants,base_top1_score,base_top1_chunk_type,base_top1_preview,rerank_top1_score,rerank_top1_chunk_type,rerank_top1_preview,rerank_margin_top1_top2,top1_matched_chunk_ids,hit_at_1,hit_at_2,hit_at_3,hit_at_4,hit_at_5,hit_at_6,hit_at_7,hit_at_8,dynamic_k,dynamic_ratio,hit_at_dynamic_k,dynamic_by_ratio
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,11,en,"s1 course with acm puzzle style, name?",22,Semestre 1 > Programming Challenge,"s1 course with acm puzzle style, name?",0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Programming Challenge** (EN) - 3 ECTS] ### **Programming Challenge** (EN) - 3 ECTS - Lecteur: M. Malapert - This course will introduce an interesting variety of subjec...,0.03,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Programming Challenge** (EN) - 3 ECTS] ### **Programming Challenge** (EN) - 3 ECTS - Lecteur: M. Malapert - This course will introduce an interesting variety of subjec...,0.0292,22,1,1,1,1,1,1,1,1,1,0.1000,1,"{""0.1000"": {""k"": 1, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,12,en,gpu cluster ml elective name in s1?,21,Semestre 1 > Distributed Computing and Learning,gpu cluster ml elective name in s1?,0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Distributed Computing and Learning** (EN) - 3 ECTS] ### **Distributed Computing and Learning** (EN) - 3 ECTS - Lecteur: Mme. XU - This [course](https://sites.google.co...,0.0121,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Distributed Computing and Learning** (EN) - 3 ECTS] ### **Distributed Computing and Learning** (EN) - 3 ECTS - Lecteur: Mme. XU - This [course](https://sites.google.co...,0.012,21,1,1,1,1,1,1,1,1,1,0.1000,1,"{""0.1000"": {""k"": 1, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,13,en,malapert teaches which s2 course exactly?,31,Semestre 2 > UE Modelisation par des contraintes,malapert teaches which s2 course exactly?,0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Programming Challenge** (EN) - 3 ECTS] ### **Programming Challenge** (EN) - 3 ECTS - Lecteur: M. Malapert - This course will introduce an interesting variety of subjec...,0.8853,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **UE Modélisation par des contraintes**- 3 ECTS] ### **UE Modélisation par des contraintes**- 3 ECTS - Lecteur: M. Malapert - Les principes fondamentaux de la programmat...,0.638,31,1,1,1,1,1,1,1,1,2,0.1000,1,"{""0.1000"": {""k"": 2, ""hit"": 1}, ""0.2000"": {""k"": 2, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,14,en,"buffa course in s2, course name?",36,Semestre 2 > 3D Game Programming in Real Time on the Web,"buffa course in s2, course name?",0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **Web** (EN) - 3 ECTS] ### **Web** (EN) - 3 ECTS - Lecteur: M. Buffa - It has also become a “social machine” and a technological infrastructure for collective intelligen...,0.3128,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **Modelling Distributed Systems**(EN) - 3 ECTS] ### **Modelling Distributed Systems**(EN) - 3 ECTS - Mme. Di Giusto - The aim of this course is to introduce mathematical...,0.1497,37,0,1,1,1,1,1,1,1,6,0.1000,1,"{""0.1000"": {""k"": 6, ""hit"": 1}, ""0.2000"": {""k"": 4, ""hit"": 1}, ""0.3000"": {""k"": 3, ""hit"": 1}, ""0.4000"": {""k"": 2, ""hit"": 1}, ""0.5000"": {""k"": 2, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 0}, ""0.7000"": {""k"": 1, ""hit"": 0}, ""0.8000"": {""k"": 1, ""hit"": 0}, ""0.9000"": {""k"": 1, ""hit"": 0}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,15,en,"lozes elective s2 name, what is it?",35,Semestre 2 > Scalable Data Science,"lozes elective s2 name, what is it?",0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **Scalable Data Science**(EN) - 3 ECTS] ### **Scalable Data Science**(EN) - 3 ECTS - Lecteur: M. Lozes - Ce cours vise à donner les bases théoriques et pratiques pour le...,0.0347,course,"[Context: Cours Programme 2026/2027 > Semestre 2 > **UE Combinatorial Optimization** (EN) - 3 ECTS] ### **UE Combinatorial Optimization** (EN) - 3 ECTS - Lecteur: M. Regin - This course presents greedy algorithms, decisi...",0.0014,29,0,1,1,1,1,1,1,1,8,0.1000,1,"{""0.1000"": {""k"": 8, ""hit"": 1}, ""0.2000"": {""k"": 7, ""hit"": 1}, ""0.3000"": {""k"": 5, ""hit"": 1}, ""0.4000"": {""k"": 3, ""hit"": 1}, ""0.5000"": {""k"": 3, ""hit"": 1}, ""0.6000"": {""k"": 3, ""hit"": 1}, ""0.7000"": {""k"": 3, ""hit"": 1}, ""0.8000"": {""k"": 3, ""hit"": 1}, ""0.9000"": {""k"": 2, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,16,en,"di giusto elective s2, name?",37,Semestre 2 > Modelling Distributed Systems,"di giusto elective s2, name?",0.0164,course,"[Context: Cours Programme 2026/2027 > Semestre 2 > **UE au choix** (minimum 3 UE - maximum 5 UE, dont] ### **UE au choix** (minimum 3 UE - maximum 5 UE, dont au maximum 1 mineure de l'EUR DS4H. Seules les 3 meilleures no...",0.5109,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **Modelling Distributed Systems**(EN) - 3 ECTS] ### **Modelling Distributed Systems**(EN) - 3 ECTS - Mme. Di Giusto - The aim of this course is to introduce mathematical...,0.4518,37,1,1,1,1,1,1,1,1,2,0.1000,1,"{""0.1000"": {""k"": 2, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,17,en,"formenti elective s2, name?",38,Semestre 2 > Computational Complexity,"formenti elective s2, name?",0.0164,course,"[Context: Cours Programme 2026/2027 > Semestre 2 > **UE au choix** (minimum 3 UE - maximum 5 UE, dont] ### **UE au choix** (minimum 3 UE - maximum 5 UE, dont au maximum 1 mineure de l'EUR DS4H. Seules les 3 meilleures no...",0.2381,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **Modelling Distributed Systems**(EN) - 3 ECTS] ### **Modelling Distributed Systems**(EN) - 3 ECTS - Mme. Di Giusto - The aim of this course is to introduce mathematical...,0.0988,37,0,0,1,1,1,1,1,1,7,0.1000,1,"{""0.1000"": {""k"": 7, ""hit"": 1}, ""0.2000"": {""k"": 5, ""hit"": 1}, ""0.3000"": {""k"": 3, ""hit"": 1}, ""0.4000"": {""k"": 2, ""hit"": 0}, ""0.5000"": {""k"": 2, ""hit"": 0}, ""0.6000"": {""k"": 1, ""hit"": 0}, ""0.7000"": {""k"": 1, ""hit"": 0}, ""0.8000"": {""k"": 1, ""hit"": 0}, ""0.9000"": {""k"": 1, ""hit"": 0}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,18,en,leturc + regin co-teach which s1 ue exactly?,14,Semestre 1 > UE Software Engineering Software engineering and Design patterns,leturc + regin co-teach which s1 ue exactly?,0.0164,course,[Context: Cours Programme 2026/2027 > Semestre 1 > **UE Software Engineering Software engineering and Design patterns**(EN) - 3 ECTS] ### **UE Software Engineering Software engineering and Design patterns**(EN) - 3 ECTS ...,0.3465,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **UE Introduction to Multiagent Systems** (EN) - 3 ECTS] ### **UE Introduction to Multiagent Systems** (EN) - 3 ECTS - Lecteur: M. Leturc - This course provides an intro...,0.0998,32,0,0,0,1,1,1,1,1,4,0.1000,1,"{""0.1000"": {""k"": 4, ""hit"": 1}, ""0.2000"": {""k"": 4, ""hit"": 1}, ""0.3000"": {""k"": 3, ""hit"": 0}, ""0.4000"": {""k"": 3, ""hit"": 0}, ""0.5000"": {""k"": 3, ""hit"": 0}, ""0.6000"": {""k"": 2, ""hit"": 0}, ""0.7000"": {""k"": 2, ""hit"": 0}, ""0.8000"": {""k"": 1, ""hit"": 0}, ""0.9000"": {""k"": 1, ""hit"": 0}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,19,fr,"Qui est responsable du M2, et quel est son e-mail ?",9,PARCOURS IA > Responsable de master,"Qui est responsable du M2, et quel est son e-mail ? || Qui est responsible du M2, et quel est son e-mail ?",0.0246,staff,[Context: PARCOURS IA > Responsable de master:] ## Responsable de master: - responsable M1 : Chuan Xu (Chuan.XU@univ-cotedazur.fr) - responsable M2 : Christopher Leturc (Christopher.LETURC@univ-cotedazur.fr) - responsabl...,0.9978,staff,[Context: PARCOURS IA > Responsable de master:] ## Responsable de master: - responsable M1 : Chuan Xu (Chuan.XU@univ-cotedazur.fr) - responsable M2 : Christopher Leturc (Christopher.LETURC@univ-cotedazur.fr) - responsabl...,0.9013,9,1,1,1,1,1,1,1,1,1,0.1000,1,"{""0.1000"": {""k"": 1, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,20,fr,"Qui est l'assistant du master, avec l'e-mail ?",9,PARCOURS IA > Responsable de master,"Qui est l'assistant du master, avec l'e-mail ?",0.0164,staff,[Context: PARCOURS IA > Responsable de master:] ## Responsable de master: - responsable M1 : Chuan Xu (Chuan.XU@univ-cotedazur.fr) - responsable M2 : Christopher Leturc (Christopher.LETURC@univ-cotedazur.fr) - responsabl...,0.9885,staff,[Context: PARCOURS IA > Responsable de master:] ## Responsable de master: - responsable M1 : Chuan Xu (Chuan.XU@univ-cotedazur.fr) - responsable M2 : Christopher Leturc (Christopher.LETURC@univ-cotedazur.fr) - responsabl...,0.9512,9,1,1,1,1,1,1,1,1,1,0.1000,1,"{""0.1000"": {""k"": 1, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
bm25_ratio__r0p00__tr0p50__ra0p50__rc10,bm25_ratio,bm25_ratio,0.0,mapped_current,0.5,0.5,0.5,1.0,0.0,21,fr,Quel est l'e-mail du contact alternance pour le M1 ?,9,PARCOURS IA > Responsable de master,Quel est l'e-mail du contact alternance pour le M1 ? || Quel est l'e-mail du contact work-study pour le M1 ?,0.0236,course,[Context: Cours Programme 2026/2027 > Semestre 2 > **Data Science for Complex Networks** (EN) - 3 ECTS] ### **Data Science for Complex Networks** (EN) - 3 ECTS - Lecteur: M. Crespelle,0.636,staff,[Context: PARCOURS IA > Responsable de master:] ## Responsable de master: - responsable M1 : Chuan Xu (Chuan.XU@univ-cotedazur.fr) - responsable M2 : Christopher Leturc (Christopher.LETURC@univ-cotedazur.fr) - responsabl...,0.6252,9,1,1,1,1,1,1,1,1,1,0.1000,1,"{""0.1000"": {""k"": 1, ""hit"": 1}, ""0.2000"": {""k"": 1, ""hit"": 1}, ""0.3000"": {""k"": 1, ""hit"": 1}, ""0.4000"": {""k"": 1, ""hit"": 1}, ""0.5000"": {""k"": 1, ""hit"": 1}, ""0.6000"": {""k"": 1, ""hit"": 1}, ""0.7000"": {""k"": 1, ""hit"": 1}, ""0.8000"": {""k"": 1, ""hit"": 1}, ""0.9000"": {""k"": 1, ""hit"": 1}}"
